ProductID,Category,Subcategory,Brand,ProductName,UnitCost,RetailPrice,LaunchDate,ProductStatus
P0279,Electronics,Computers,Orbit,Orbit Computers 279,36.33,51.42,2020-10-20,Active
P0280,Furniture,Shelving,Linea,Linea Shelving 280,210.02,337.81,2020-06-01,Active
P0281,Electronics,Mobile Accessories,Vertex,Vertex Mobile Accessories 281,84.62,100.69,2021-11-20,Active
P0282,Home & Living,Decor,Casa,Casa Decor 282,41.14,78.51,2021-07-07,Active
P0283,Sports & Outdoor,Fitness,Endura,Endura Fitness 283,9.47,15.0,2022-08-24,Active
P0284,Kitchen,Food Storage,FreshKeep,FreshKeep Food Storage 284,17.0,29.73,2020-02-28,Active
P0285,Office Supplies,Printing,ProDesk,ProDesk Printing 285,7.99,12.21,2024-10-21,Seasonal
P0286,Home & Living,Bedding,Luma,Luma Bedding 286,127.17,188.78,2018-07-28,Active
P0287,Furniture,Desks,Cove,Cove Desks 287,54.5,80.0,2020-02-09,Active
P0288,Sports & Outdoor,Fitness,TrailPro,TrailPro Fitness 288,27.91,42.64,2018-01-11,Active
P0289,Kitchen,Dining,Kora,Kora Dining 289,13.7,23.45,2017-06-20,Active
P0290,Office Supplies,Organisation,Sorta,Sorta Organisation 290,18.76,30.28,2019-10-17,Active
P0291,Furniture,Desks,Cove,Cove Desks 291,72.38,109.68,2022-12-30,Active
P0292,Home & Living,Storage,Luma,Luma Storage 292,6.04,12.0,2022-05-18,Active
P0293,Sports & Outdoor,Team Sports,TrailPro,TrailPro Team Sports 293,34.14,57.6,2025-09-13,Active
P0294,Office Supplies,Stationery,InkLab,InkLab Stationery 294,2.86,5.02,2017-01-23,Active
P0295,Kitchen,Dining,Table & Co,Table & Co Dining 295,11.26,17.95,2018-09-15,Active
P0296,Electronics,Smart Home,Pulse,Pulse Smart Home 296,30.18,35.0,2024-09-25,Active
P0297,Electronics,Computers,Vertex,Vertex Computers 297,26.74,35.0,2018-07-26,Active
P0298,Home & Living,Decor,Casa,Casa Decor 298,16.63,29.09,2021-10-24,Active
P0299,Sports & Outdoor,Team Sports,Velocity,Velocity Team Sports 299,11.75,17.2,2019-04-02,Discontinued
P0300,Home & Living,Bedding,Haven,Haven Bedding 300,32.09,44.77,2024-07-26,Active
P0301,Office Supplies,Organisation,InkLab,InkLab Organisation 301,3.69,7.32,2020-10-23,Discontinued
P0302,Office Supplies,Printing,Sorta,Sorta Printing 302,1.96,3.0,2024-06-28,Seasonal
P0303,Electronics,Audio,Axiom,Axiom Audio 303,30.76,35.0,2022-05-13,Discontinued
P0304,Home & Living,Decor,Haven,Haven Decor 304,7.05,12.0,2017-12-29,Active
P0305,Home & Living,Storage,Luma,Luma Storage 305,8.47,14.16,2022-06-21,Active
P0306,Kitchen,Dining,HomeChef,HomeChef Dining 306,4.24,8.0,2023-05-07,Active
P0307,Office Supplies,Stationery,WriteRight,WriteRight Stationery 307,4.91,11.23,2025-03-22,Active
P0308,Electronics,Mobile Accessories,Pulse,Pulse Mobile Accessories 308,23.85,35.0,2025-03-18,Active
P0309,Sports & Outdoor,Cycling,TrailPro,TrailPro Cycling 309,34.08,56.41,2024-04-08,Active
P0310,Kitchen,Dining,Table & Co,Table & Co Dining 310,5.56,8.92,2022-07-01,Active
P0311,Office Supplies,Paper,InkLab,InkLab Paper 311,4.55,10.69,2020-07-19,Active
P0312,Electronics,Computers,Pulse,Pulse Computers 312,61.01,74.19,2024-09-30,Active
P0313,Furniture,Chairs,WorkNest,WorkNest Chairs 313,139.49,177.96,2018-04-12,Active
P0314,Electronics,Smart Home,Axiom,Axiom Smart Home 314,24.96,35.0,2020-04-13,Active
P0315,Kitchen,Food Storage,Savour,Savour Food Storage 315,8.08,12.43,2017-10-14,Active
P0316,Kitchen,Cookware,FreshKeep,FreshKeep Cookware 316,6.24,9.08,2025-09-04,Active
P0317,Electronics,Smart Home,Pulse,Pulse Smart Home 317,70.98,103.11,2022-03-17,Active
P0318,Sports & Outdoor,Cycling,TrailPro,TrailPro Cycling 318,95.71,177.31,2021-04-14,Active
P0319,Office Supplies,Paper,ProDesk,ProDesk Paper 319,8.62,17.27,2022-07-28,Active
P0320,Furniture,Living Room,Cove,Cove Living Room 320,94.99,121.58,2022-11-25,Active
P0321,Kitchen,Food Storage,FreshKeep,FreshKeep Food Storage 321,10.18,17.85,2018-01-08,Seasonal
P0322,Furniture,Living Room,Linea,Linea Living Room 322,191.32,277.13,2024-11-14,Active
P0323,Sports & Outdoor,Fitness,TrailPro,TrailPro Fitness 323,27.55,39.95,2021-08-15,Active
P0324,Office Supplies,Printing,InkLab,InkLab Printing 324,3.16,7.1,2021-04-11,Active
P0325,Office Supplies,Printing,Sorta,Sorta Printing 325,2.37,4.36,2018-09-29,Active
P0326,Office Supplies,Organisation,InkLab,InkLab Organisation 326,6.62,10.56,2022-09-24,Active
P0327,Home & Living,Storage,Haven,Haven Storage 327,22.2,41.65,2020-10-24,Active
P0328,Home & Living,Decor,Nestwell,Nestwell Decor 328,6.2,12.0,2017-04-27,Seasonal
P0329,Electronics,Mobile Accessories,Axiom,Axiom Mobile Accessories 329,43.04,52.43,2024-11-18,Active
P0330,Electronics,Smart Home,Vertex,Vertex Smart Home 330,30.19,35.0,2022-12-27,Active
P0331,Home & Living,Lighting,Nestwell,Nestwell Lighting 331,7.91,12.0,2021-07-17,Active
P0332,Electronics,Audio,Orbit,Orbit Audio 332,27.29,35.0,2017-05-05,Active
P0333,Home & Living,Storage,Nestwell,Nestwell Storage 333,8.09,13.35,2021-07-18,Discontinued
P0334,Home & Living,Lighting,Casa,Casa Lighting 334,9.83,20.04,2018-04-21,Active
P0335,Office Supplies,Organisation,ProDesk,ProDesk Organisation 335,1.89,3.0,2018-12-20,Active
P0336,Electronics,Smart Home,Vertex,Vertex Smart Home 336,30.69,35.0,2024-08-21,Active
P0337,Home & Living,Storage,Casa,Casa Storage 337,8.5,12.0,2023-11-03,Active
P0338,Furniture,Chairs,Form & Co,Form & Co Chairs 338,82.62,131.77,2020-05-08,Active
P0339,Kitchen,Food Storage,HomeChef,HomeChef Food Storage 339,10.25,19.22,2018-10-01,Active
P0340,Furniture,Shelving,WorkNest,WorkNest Shelving 340,170.43,290.41,2025-05-17,Active
P0341,Office Supplies,Stationery,Sorta,Sorta Stationery 341,13.69,29.92,2024-03-01,Seasonal
P0342,Sports & Outdoor,Fitness,Velocity,Velocity Fitness 342,101.35,150.36,2020-04-19,Active
P0343,Furniture,Chairs,WorkNest,WorkNest Chairs 343,70.04,104.71,2019-02-12,Active
P0344,Kitchen,Cookware,FreshKeep,FreshKeep Cookware 344,8.3,13.12,2020-07-28,Active
P0345,Kitchen,Dining,Savour,Savour Dining 345,5.09,10.01,2021-10-19,Active
P0346,Kitchen,Dining,FreshKeep,FreshKeep Dining 346,4.27,8.0,2023-04-07,Active
P0347,Kitchen,Food Storage,FreshKeep,FreshKeep Food Storage 347,40.51,80.13,2020-06-30,Active
P0348,Electronics,Computers,Orbit,Orbit Computers 348,26.18,35.0,2020-01-28,Active
P0349,Electronics,Smart Home,Orbit,Orbit Smart Home 349,29.37,35.0,2022-09-03,Active
P0350,Electronics,Smart Home,Pulse,Pulse Smart Home 350,37.88,51.62,2018-09-21,Active
P0351,Sports & Outdoor,Cycling,Velocity,Velocity Cycling 351,14.05,21.22,2017-01-29,Active
P0352,Kitchen,Appliances,HomeChef,HomeChef Appliances 352,16.92,24.61,2021-05-11,Active
P0353,Home & Living,Bedding,Luma,Luma Bedding 353,16.2,23.26,2019-02-12,Active
P0354,Office Supplies,Stationery,WriteRight,WriteRight Stationery 354,2.85,4.29,2024-10-03,Active
P0355,Home & Living,Decor,Casa,Casa Decor 355,17.68,28.13,2025-01-11,Active
P0356,Electronics,Audio,NovaTech,NovaTech Audio 356,164.48,194.66,2023-04-05,Active
P0357,Electronics,Smart Home,Vertex,Vertex Smart Home 357,125.56,178.49,2017-09-11,Active
P0358,Sports & Outdoor,Fitness,Velocity,Velocity Fitness 358,16.73,31.1,2017-10-11,Active
P0359,Office Supplies,Stationery,WriteRight,WriteRight Stationery 359,2.93,6.08,2025-02-21,Seasonal
P0360,Electronics,Smart Home,Orbit,Orbit Smart Home 360,36.64,47.17,2017-10-01,Active
P0361,Office Supplies,Printing,ProDesk,ProDesk Printing 361,1.96,4.6,2017-03-18,Active
P0362,Office Supplies,Organisation,WriteRight,WriteRight Organisation 362,5.04,8.08,2023-06-07,Active
P0363,Sports & Outdoor,Camping,Motion,Motion Camping 363,11.02,18.77,2023-12-31,Active
P0364,Sports & Outdoor,Team Sports,TrailPro,TrailPro Team Sports 364,8.5,15.46,2021-03-13,Active
P0365,Home & Living,Storage,Casa,Casa Storage 365,29.9,54.8,2019-06-27,Active
P0366,Sports & Outdoor,Fitness,Peak,Peak Fitness 366,30.75,41.18,2017-12-20,Active
P0367,Office Supplies,Paper,WriteRight,WriteRight Paper 367,5.37,8.2,2021-05-23,Active
P0368,Sports & Outdoor,Camping,Endura,Endura Camping 368,24.69,33.08,2022-05-06,Active
P0369,Kitchen,Cookware,HomeChef,HomeChef Cookware 369,14.59,26.06,2019-02-11,Active
P0370,Sports & Outdoor,Team Sports,TrailPro,TrailPro Team Sports 370,85.9,119.12,2025-08-20,Active
P0371,Furniture,Shelving,WorkNest,WorkNest Shelving 371,204.15,256.0,2018-02-23,Active
P0372,Sports & Outdoor,Team Sports,Peak,Peak Team Sports 372,185.73,294.69,2021-11-14,Active
P0373,Kitchen,Dining,HomeChef,HomeChef Dining 373,5.32,8.17,2022-01-13,Active
P0374,Furniture,Living Room,WorkNest,WorkNest Living Room 374,68.9,97.76,2017-09-06,Active
P0375,Sports & Outdoor,Camping,TrailPro,TrailPro Camping 375,21.41,36.13,2023-02-05,Active
P0376,Office Supplies,Paper,Sorta,Sorta Paper 376,4.37,7.07,2021-10-23,Active
P0377,Home & Living,Bedding,Haven,Haven Bedding 377,8.47,12.0,2018-11-10,Active
P0378,Furniture,Living Room,Linea,Linea Living Room 378,59.97,80.0,2022-02-27,Active
P0379,Furniture,Living Room,Cove,Cove Living Room 379,63.66,80.0,2025-07-27,Active
P0380,Furniture,Chairs,WorkNest,WorkNest Chairs 380,82.99,131.41,2023-12-23,Active
P0381,Sports & Outdoor,Camping,Motion,Motion Camping 381,18.87,28.32,2024-10-08,Active
P0382,Furniture,Shelving,Northwood,Northwood Shelving 382,156.57,219.52,2021-04-28,Active
P0383,Electronics,Computers,Axiom,Axiom Computers 383,106.85,141.23,2021-02-16,Active
P0384,Furniture,Shelving,WorkNest,WorkNest Shelving 384,91.33,149.79,2024-01-21,Active
P0385,Electronics,Smart Home,Axiom,Axiom Smart Home 385,49.41,57.25,2022-06-17,Active
P0386,Kitchen,Dining,HomeChef,HomeChef Dining 386,4.31,8.0,2017-03-10,Active
P0387,Electronics,Computers,NovaTech,NovaTech Computers 387,32.68,44.69,2024-11-27,Active
P0388,Furniture,Living Room,Cove,Cove Living Room 388,149.92,243.46,2024-02-06,Active
P0389,Furniture,Living Room,Northwood,Northwood Living Room 389,50.75,80.0,2025-06-11,Active
P0390,Furniture,Living Room,Northwood,Northwood Living Room 390,203.91,269.55,2018-07-07,Active
P0391,Home & Living,Storage,Nestwell,Nestwell Storage 391,11.4,21.83,2017-02-22,Active
P0392,Office Supplies,Printing,ProDesk,ProDesk Printing 392,2.73,4.07,2018-12-24,Active
P0393,Home & Living,Bedding,Casa,Casa Bedding 393,23.0,40.31,2024-04-27,Active
P0394,Office Supplies,Paper,InkLab,InkLab Paper 394,3.61,5.43,2023-04-08,Active
P0395,Furniture,Desks,Form & Co,Form & Co Desks 395,80.68,121.53,2019-01-29,Active
P0396,Sports & Outdoor,Fitness,Peak,Peak Fitness 396,44.32,63.74,2019-03-15,Discontinued
P0397,Kitchen,Cookware,Savour,Savour Cookware 397,18.72,29.83,2019-05-13,Active
P0398,Electronics,Mobile Accessories,Vertex,Vertex Mobile Accessories 398,48.72,57.34,2023-05-24,Active
P0399,Kitchen,Food Storage,FreshKeep,FreshKeep Food Storage 399,17.82,24.98,2025-06-13,Active
P0400,Home & Living,Lighting,Casa,Casa Lighting 400,6.47,12.0,2022-05-17,Active
P0401,Office Supplies,Paper,PaperTrail,PaperTrail Paper 401,4.15,6.43,2021-11-03,Active
P0402,Home & Living,Lighting,Oak & Ivy,Oak & Ivy Lighting 402,148.82,237.4,2023-11-19,Active
P0403,Electronics,Audio,Pulse,Pulse Audio 403,144.76,172.39,2023-05-28,Active
P0404,Electronics,Mobile Accessories,Axiom,Axiom Mobile Accessories 404,30.55,35.0,2022-08-08,Active
P0405,Sports & Outdoor,Cycling,Peak,Peak Cycling 405,10.39,15.0,2019-09-29,Active
P0406,Home & Living,Storage,Oak & Ivy,Oak & Ivy Storage 406,16.48,24.8,2020-04-02,Active
P0407,Electronics,Mobile Accessories,NovaTech,NovaTech Mobile Accessories 407,93.02,131.33,2018-03-13,Active
P0408,Home & Living,Decor,Luma,Luma Decor 408,36.99,56.43,2024-12-04,Active
P0409,Office Supplies,Organisation,ProDesk,ProDesk Organisation 409,5.95,9.26,2017-05-16,Discontinued
P0410,Electronics,Mobile Accessories,Axiom,Axiom Mobile Accessories 410,29.99,35.0,2017-10-20,Active
P0411,Electronics,Smart Home,NovaTech,NovaTech Smart Home 411,29.9,35.0,2021-09-05,Active
P0412,Sports & Outdoor,Fitness,Velocity,Velocity Fitness 412,24.52,37.06,2019-12-11,Active
P0413,Furniture,Chairs,Linea,Linea Chairs 413,90.75,133.63,2018-02-26,Active
P0414,Office Supplies,Organisation,PaperTrail,PaperTrail Organisation 414,6.05,10.99,2025-09-19,Active
P0415,Home & Living,Storage,Luma,Luma Storage 415,24.72,40.64,2019-04-04,Active
P0416,Kitchen,Food Storage,Table & Co,Table & Co Food Storage 416,4.81,8.0,2023-10-07,Active
P0417,Electronics,Computers,Orbit,Orbit Computers 417,279.19,339.78,2025-04-27,Active
P0418,Electronics,Smart Home,NovaTech,NovaTech Smart Home 418,26.5,35.0,2021-04-08,Discontinued
P0419,Office Supplies,Stationery,PaperTrail,PaperTrail Stationery 419,1.47,3.0,2023-03-26,Active
P0420,Kitchen,Dining,HomeChef,HomeChef Dining 420,9.44,13.19,2023-06-26,Active
P0421,Furniture,Desks,Northwood,Northwood Desks 421,128.9,211.54,2018-05-23,Active
P0422,Home & Living,Decor,Haven,Haven Decor 422,39.07,64.13,2024-06-23,Active
P0423,Home & Living,Bedding,Haven,Haven Bedding 423,28.99,45.45,2020-10-26,Active
P0424,Kitchen,Appliances,FreshKeep,FreshKeep Appliances 424,6.45,9.37,2020-08-28,Active
P0425,Kitchen,Appliances,HomeChef,HomeChef Appliances 425,5.51,9.34,2019-11-17,Active
P0426,Electronics,Smart Home,Orbit,Orbit Smart Home 426,77.84,109.01,2025-01-01,Active
P0427,Furniture,Desks,Linea,Linea Desks 427,60.55,88.74,2022-06-08,Active
P0428,Home & Living,Storage,Nestwell,Nestwell Storage 428,16.8,30.86,2021-01-23,Active
P0429,Furniture,Desks,Form & Co,Form & Co Desks 429,83.83,124.12,2018-12-25,Active
P0430,Furniture,Shelving,Linea,Linea Shelving 430,91.36,127.21,2017-06-26,Discontinued
P0431,Office Supplies,Stationery,Sorta,Sorta Stationery 431,1.96,4.17,2025-03-23,Active
P0432,Kitchen,Food Storage,Kora,Kora Food Storage 432,23.43,34.81,2020-11-14,Active
P0433,Electronics,Smart Home,NovaTech,NovaTech Smart Home 433,75.85,91.24,2022-05-01,Active
P0434,Office Supplies,Printing,InkLab,InkLab Printing 434,2.76,6.16,2023-02-14,Active
P0435,Home & Living,Lighting,Oak & Ivy,Oak & Ivy Lighting 435,8.52,12.0,2022-09-25,Active
P0436,Electronics,Smart Home,Axiom,Axiom Smart Home 436,58.86,67.1,2019-09-23,Active
P0437,Kitchen,Cookware,Savour,Savour Cookware 437,20.35,29.22,2020-11-04,Active
P0438,Home & Living,Storage,Oak & Ivy,Oak & Ivy Storage 438,69.65,141.52,2017-05-18,Active
P0439,Sports & Outdoor,Cycling,Peak,Peak Cycling 439,7.88,15.0,2020-02-02,Active
P0440,Home & Living,Bedding,Nestwell,Nestwell Bedding 440,26.69,39.57,2019-07-09,Active
P0441,Kitchen,Food Storage,FreshKeep,FreshKeep Food Storage 441,8.3,11.44,2017-10-16,Active
P0442,Kitchen,Dining,Table & Co,Table & Co Dining 442,13.09,18.53,2023-03-30,Active
P0443,Kitchen,Dining,HomeChef,HomeChef Dining 443,10.55,18.58,2023-02-13,Active
P0444,Office Supplies,Organisation,ProDesk,ProDesk Organisation 444,2.0,3.0,2024-08-25,Active
P0445,Office Supplies,Stationery,PaperTrail,PaperTrail Stationery 445,4.63,6.88,2024-12-27,Active
P0446,Sports & Outdoor,Fitness,Peak,Peak Fitness 446,8.8,15.0,2025-01-01,Active
P0447,Office Supplies,Printing,InkLab,InkLab Printing 447,26.57,41.55,2020-10-30,Active
P0448,Kitchen,Cookware,Kora,Kora Cookware 448,11.11,16.68,2023-03-22,Active
P0449,Electronics,Smart Home,Orbit,Orbit Smart Home 449,34.66,47.38,2017-07-19,Active
P0450,Home & Living,Storage,Nestwell,Nestwell Storage 450,8.55,12.0,2024-10-12,Active
P0451,Furniture,Living Room,WorkNest,WorkNest Living Room 451,60.96,87.9,2022-09-22,Discontinued
P0452,Sports & Outdoor,Team Sports,Motion,Motion Team Sports 452,20.12,37.31,2018-07-16,Active
P0453,Sports & Outdoor,Cycling,Peak,Peak Cycling 453,9.33,15.37,2024-07-25,Active
P0454,Electronics,Mobile Accessories,Vertex,Vertex Mobile Accessories 454,205.06,245.7,2018-10-19,Active
P0455,Kitchen,Food Storage,Table & Co,Table & Co Food Storage 455,27.72,53.02,2024-10-07,Active
P0456,Kitchen,Food Storage,FreshKeep,FreshKeep Food Storage 456,24.7,40.64,2019-09-06,Active
P0457,Home & Living,Storage,Haven,Haven Storage 457,10.83,19.59,2022-03-04,Active
P0458,Kitchen,Appliances,Kora,Kora Appliances 458,16.56,28.05,2021-05-29,Active
P0459,Home & Living,Lighting,Haven,Haven Lighting 459,22.53,43.32,2021-09-23,Active
P0460,Furniture,Desks,Northwood,Northwood Desks 460,175.12,257.41,2021-07-02,Active
P0461,Electronics,Audio,Vertex,Vertex Audio 461,51.84,61.18,2020-10-06,Active
P0462,Electronics,Mobile Accessories,Axiom,Axiom Mobile Accessories 462,105.52,146.7,2019-09-06,Active
P0463,Office Supplies,Organisation,PaperTrail,PaperTrail Organisation 463,23.48,35.78,2021-05-06,Seasonal
P0464,Home & Living,Bedding,Casa,Casa Bedding 464,6.79,12.0,2023-08-27,Active
P0465,Home & Living,Bedding,Nestwell,Nestwell Bedding 465,18.74,28.2,2017-01-13,Active
P0466,Home & Living,Lighting,Casa,Casa Lighting 466,16.7,29.79,2021-01-06,Active
P0467,Furniture,Chairs,WorkNest,WorkNest Chairs 467,265.11,407.28,2021-08-18,Active
P0468,Home & Living,Bedding,Oak & Ivy,Oak & Ivy Bedding 468,17.59,35.77,2019-08-13,Active
P0469,Kitchen,Food Storage,Savour,Savour Food Storage 469,30.3,58.98,2023-06-28,Active
P0470,Home & Living,Decor,Nestwell,Nestwell Decor 470,50.63,74.73,2023-03-24,Active
P0471,Furniture,Desks,Linea,Linea Desks 471,63.15,93.47,2022-09-27,Active
P0472,Office Supplies,Paper,Sorta,Sorta Paper 472,2.0,3.2,2024-04-18,Active
P0473,Furniture,Shelving,Form & Co,Form & Co Shelving 473,56.81,80.0,2021-06-10,Active
P0474,Furniture,Shelving,Cove,Cove Shelving 474,383.65,511.23,2019-09-05,Seasonal
P0475,Electronics,Smart Home,Vertex,Vertex Smart Home 475,24.37,35.0,2019-07-16,Active
P0476,Electronics,Mobile Accessories,Orbit,Orbit Mobile Accessories 476,32.66,38.2,2023-08-14,Seasonal
P0477,Office Supplies,Printing,Sorta,Sorta Printing 477,3.56,5.46,2023-06-26,Active
P0478,Kitchen,Dining,HomeChef,HomeChef Dining 478,8.66,12.67,2022-02-07,Active
P0479,Electronics,Smart Home,Orbit,Orbit Smart Home 479,50.91,58.14,2022-11-07,Active
P0480,Home & Living,Lighting,Casa,Casa Lighting 480,18.28,28.74,2023-08-13,Active
