TargetID,StoreID,DateKey,Date,YearMonth,Region,TargetRevenue,TargetProfitMargin,TargetOrders
T-S009-2023-03,S009,20230301,2023-03-01,2023-03,Metro Sydney,10000.0,0.255,80
T-S009-2023-04,S009,20230401,2023-04-01,2023-04,Metro Sydney,10799.0,0.2507,80
T-S009-2023-05,S009,20230501,2023-05-01,2023-05,Metro Sydney,10530.5,0.24,80
T-S009-2023-06,S009,20230601,2023-06-01,2023-06,Metro Sydney,10714.85,0.2395,80
T-S009-2023-07,S009,20230701,2023-07-01,2023-07,Metro Sydney,10055.23,0.2556,80
T-S009-2023-08,S009,20230801,2023-08-01,2023-08,Metro Sydney,10000.0,0.2533,80
T-S009-2023-09,S009,20230901,2023-09-01,2023-09,Metro Sydney,10240.66,0.2471,80
T-S009-2023-10,S009,20231001,2023-10-01,2023-10,Metro Sydney,10832.75,0.2466,80
T-S009-2023-11,S009,20231101,2023-11-01,2023-11,Metro Sydney,13030.2,0.2541,80
T-S009-2023-12,S009,20231201,2023-12-01,2023-12,Metro Sydney,17533.18,0.2453,120
T-S009-2024-01,S009,20240101,2024-01-01,2024-01,Metro Sydney,20236.61,0.2316,118
T-S009-2024-02,S009,20240201,2024-02-01,2024-02,Metro Sydney,12997.13,0.2519,80
T-S009-2024-03,S009,20240301,2024-03-01,2024-03,Metro Sydney,10198.42,0.2495,80
T-S009-2024-04,S009,20240401,2024-04-01,2024-04,Metro Sydney,10953.51,0.2472,80
T-S009-2024-05,S009,20240501,2024-05-01,2024-05,Metro Sydney,10109.2,0.2376,80
T-S009-2024-06,S009,20240601,2024-06-01,2024-06,Metro Sydney,10556.93,0.2278,80
T-S009-2024-07,S009,20240701,2024-07-01,2024-07,Metro Sydney,12713.92,0.2411,84
T-S009-2024-08,S009,20240801,2024-08-01,2024-08,Metro Sydney,13355.98,0.2473,90
T-S009-2024-09,S009,20240901,2024-09-01,2024-09,Metro Sydney,10088.44,0.2497,80
T-S009-2024-10,S009,20241001,2024-10-01,2024-10,Metro Sydney,10999.53,0.243,80
T-S009-2024-11,S009,20241101,2024-11-01,2024-11,Metro Sydney,13592.72,0.2443,88
T-S009-2024-12,S009,20241201,2024-12-01,2024-12,Metro Sydney,17197.41,0.2537,82
T-S009-2025-01,S009,20250101,2025-01-01,2025-01,Metro Sydney,17926.3,0.244,107
T-S009-2025-02,S009,20250201,2025-02-01,2025-02,Metro Sydney,13295.96,0.248,80
T-S009-2025-03,S009,20250301,2025-03-01,2025-03,Metro Sydney,11571.08,0.2547,80
T-S009-2025-04,S009,20250401,2025-04-01,2025-04,Metro Sydney,11010.0,0.2573,80
T-S009-2025-05,S009,20250501,2025-05-01,2025-05,Metro Sydney,12566.98,0.2509,80
T-S009-2025-06,S009,20250601,2025-06-01,2025-06,Metro Sydney,10903.63,0.2535,80
T-S009-2025-07,S009,20250701,2025-07-01,2025-07,Metro Sydney,13068.54,0.2471,80
T-S009-2025-08,S009,20250801,2025-08-01,2025-08,Metro Sydney,14912.13,0.2398,80
T-S009-2025-09,S009,20250901,2025-09-01,2025-09,Metro Sydney,12116.51,0.2528,80
T-S009-2025-10,S009,20251001,2025-10-01,2025-10,Metro Sydney,11191.53,0.2401,80
T-S009-2025-11,S009,20251101,2025-11-01,2025-11,Metro Sydney,13327.33,0.234,80
T-S009-2025-12,S009,20251201,2025-12-01,2025-12,Metro Sydney,18602.11,0.2404,91
T-S010-2023-01,S010,20230101,2023-01-01,2023-01,Regional NSW,10940.15,0.2455,80
T-S010-2023-02,S010,20230201,2023-02-01,2023-02,Regional NSW,10000.0,0.2413,80
T-S010-2023-03,S010,20230301,2023-03-01,2023-03,Regional NSW,10000.0,0.2459,80
T-S010-2023-04,S010,20230401,2023-04-01,2023-04,Regional NSW,10000.0,0.2428,80
T-S010-2023-05,S010,20230501,2023-05-01,2023-05,Regional NSW,10000.0,0.2446,80
T-S010-2023-06,S010,20230601,2023-06-01,2023-06,Regional NSW,10497.27,0.2467,80
T-S010-2023-07,S010,20230701,2023-07-01,2023-07,Regional NSW,10000.0,0.2494,80
T-S010-2023-08,S010,20230801,2023-08-01,2023-08,Regional NSW,11147.04,0.2455,80
T-S010-2023-09,S010,20230901,2023-09-01,2023-09,Regional NSW,10000.0,0.2343,80
T-S010-2023-10,S010,20231001,2023-10-01,2023-10,Regional NSW,10000.0,0.2517,80
T-S010-2023-11,S010,20231101,2023-11-01,2023-11,Regional NSW,12439.84,0.2547,80
T-S010-2023-12,S010,20231201,2023-12-01,2023-12,Regional NSW,15930.5,0.2427,101
T-S010-2024-01,S010,20240101,2024-01-01,2024-01,Regional NSW,14610.15,0.2498,80
T-S010-2024-02,S010,20240201,2024-02-01,2024-02,Regional NSW,12178.32,0.2331,80
T-S010-2024-03,S010,20240301,2024-03-01,2024-03,Regional NSW,11775.22,0.2436,80
T-S010-2024-04,S010,20240401,2024-04-01,2024-04,Regional NSW,11701.95,0.2363,80
T-S010-2024-05,S010,20240501,2024-05-01,2024-05,Regional NSW,10848.47,0.2431,80
T-S010-2024-06,S010,20240601,2024-06-01,2024-06,Regional NSW,10047.5,0.2532,80
T-S010-2024-07,S010,20240701,2024-07-01,2024-07,Regional NSW,10000.0,0.2474,80
T-S010-2024-08,S010,20240801,2024-08-01,2024-08,Regional NSW,11102.96,0.2507,80
T-S010-2024-09,S010,20240901,2024-09-01,2024-09,Regional NSW,11000.23,0.2494,80
T-S010-2024-10,S010,20241001,2024-10-01,2024-10,Regional NSW,10000.0,0.2466,80
T-S010-2024-11,S010,20241101,2024-11-01,2024-11,Regional NSW,13215.62,0.2318,80
T-S010-2024-12,S010,20241201,2024-12-01,2024-12,Regional NSW,17819.2,0.2519,115
T-S010-2025-01,S010,20250101,2025-01-01,2025-01,Regional NSW,16804.4,0.2556,87
T-S010-2025-02,S010,20250201,2025-02-01,2025-02,Regional NSW,12378.26,0.2479,80
T-S010-2025-03,S010,20250301,2025-03-01,2025-03,Regional NSW,10882.12,0.2422,80
T-S010-2025-04,S010,20250401,2025-04-01,2025-04,Regional NSW,10583.48,0.2381,80
T-S010-2025-05,S010,20250501,2025-05-01,2025-05,Regional NSW,10000.0,0.2588,80
T-S010-2025-06,S010,20250601,2025-06-01,2025-06,Regional NSW,11422.23,0.246,80
T-S010-2025-07,S010,20250701,2025-07-01,2025-07,Regional NSW,11349.2,0.2285,80
T-S010-2025-08,S010,20250801,2025-08-01,2025-08,Regional NSW,12009.13,0.2476,80
T-S010-2025-09,S010,20250901,2025-09-01,2025-09,Regional NSW,11968.38,0.2395,80
T-S010-2025-10,S010,20251001,2025-10-01,2025-10,Regional NSW,10000.0,0.2391,80
T-S010-2025-11,S010,20251101,2025-11-01,2025-11,Regional NSW,11959.88,0.242,82
T-S010-2025-12,S010,20251201,2025-12-01,2025-12,Regional NSW,16548.29,0.2456,94
T-S011-2023-01,S011,20230101,2023-01-01,2023-01,Regional NSW,11292.65,0.2386,80
T-S011-2023-02,S011,20230201,2023-02-01,2023-02,Regional NSW,11138.94,0.2367,80
T-S011-2023-03,S011,20230301,2023-03-01,2023-03,Regional NSW,10000.0,0.2554,80
T-S011-2023-04,S011,20230401,2023-04-01,2023-04,Regional NSW,10033.08,0.2477,80
T-S011-2023-05,S011,20230501,2023-05-01,2023-05,Regional NSW,10000.0,0.2642,80
T-S011-2023-06,S011,20230601,2023-06-01,2023-06,Regional NSW,10000.0,0.2428,80
T-S011-2023-07,S011,20230701,2023-07-01,2023-07,Regional NSW,10781.59,0.2435,80
T-S011-2023-08,S011,20230801,2023-08-01,2023-08,Regional NSW,11784.09,0.2468,80
T-S011-2023-09,S011,20230901,2023-09-01,2023-09,Regional NSW,10523.0,0.2403,80
T-S011-2023-10,S011,20231001,2023-10-01,2023-10,Regional NSW,12444.86,0.2522,80
T-S011-2023-11,S011,20231101,2023-11-01,2023-11,Regional NSW,13933.35,0.241,80
T-S011-2023-12,S011,20231201,2023-12-01,2023-12,Regional NSW,15738.49,0.2425,80
T-S011-2024-01,S011,20240101,2024-01-01,2024-01,Regional NSW,17261.33,0.2361,97
T-S011-2024-02,S011,20240201,2024-02-01,2024-02,Regional NSW,13271.22,0.2404,80
T-S011-2024-03,S011,20240301,2024-03-01,2024-03,Regional NSW,11311.56,0.2494,80
T-S011-2024-04,S011,20240401,2024-04-01,2024-04,Regional NSW,10634.3,0.2495,80
T-S011-2024-05,S011,20240501,2024-05-01,2024-05,Regional NSW,10940.35,0.2498,80
T-S011-2024-06,S011,20240601,2024-06-01,2024-06,Regional NSW,12113.76,0.2532,80
T-S011-2024-07,S011,20240701,2024-07-01,2024-07,Regional NSW,11991.29,0.2411,80
T-S011-2024-08,S011,20240801,2024-08-01,2024-08,Regional NSW,12985.58,0.2488,80
T-S011-2024-09,S011,20240901,2024-09-01,2024-09,Regional NSW,10391.06,0.2352,80
T-S011-2024-10,S011,20241001,2024-10-01,2024-10,Regional NSW,10586.7,0.2501,80
T-S011-2024-11,S011,20241101,2024-11-01,2024-11,Regional NSW,15463.38,0.245,89
T-S011-2024-12,S011,20241201,2024-12-01,2024-12,Regional NSW,22161.92,0.2434,123
T-S011-2025-01,S011,20250101,2025-01-01,2025-01,Regional NSW,17960.87,0.2405,96
T-S011-2025-02,S011,20250201,2025-02-01,2025-02,Regional NSW,11016.03,0.2448,80
T-S011-2025-03,S011,20250301,2025-03-01,2025-03,Regional NSW,10823.36,0.2415,80
T-S011-2025-04,S011,20250401,2025-04-01,2025-04,Regional NSW,12546.8,0.2568,80
T-S011-2025-05,S011,20250501,2025-05-01,2025-05,Regional NSW,15458.04,0.248,80
T-S011-2025-06,S011,20250601,2025-06-01,2025-06,Regional NSW,12134.6,0.2578,80
T-S011-2025-07,S011,20250701,2025-07-01,2025-07,Regional NSW,10000.0,0.2557,80
T-S011-2025-08,S011,20250801,2025-08-01,2025-08,Regional NSW,11487.29,0.2364,80
T-S011-2025-09,S011,20250901,2025-09-01,2025-09,Regional NSW,12249.38,0.25,83
T-S011-2025-10,S011,20251001,2025-10-01,2025-10,Regional NSW,12800.47,0.2479,80
T-S011-2025-11,S011,20251101,2025-11-01,2025-11,Regional NSW,16194.59,0.2478,105
T-S011-2025-12,S011,20251201,2025-12-01,2025-12,Regional NSW,23101.14,0.2494,150
T-S012-2023-01,S012,20230101,2023-01-01,2023-01,Metro Sydney,10000.0,0.2501,80
T-S012-2023-02,S012,20230201,2023-02-01,2023-02,Metro Sydney,10000.0,0.2521,80
T-S012-2023-03,S012,20230301,2023-03-01,2023-03,Metro Sydney,10000.0,0.2406,80
T-S012-2023-04,S012,20230401,2023-04-01,2023-04,Metro Sydney,10123.11,0.2386,80
T-S012-2023-05,S012,20230501,2023-05-01,2023-05,Metro Sydney,10000.0,0.2549,80
T-S012-2023-06,S012,20230601,2023-06-01,2023-06,Metro Sydney,10000.0,0.243,80
T-S012-2023-07,S012,20230701,2023-07-01,2023-07,Metro Sydney,10000.0,0.2431,80
T-S012-2023-08,S012,20230801,2023-08-01,2023-08,Metro Sydney,10000.0,0.2516,80
T-S012-2023-09,S012,20230901,2023-09-01,2023-09,Metro Sydney,10000.0,0.239,80
T-S012-2023-10,S012,20231001,2023-10-01,2023-10,Metro Sydney,11364.44,0.2492,80
T-S012-2023-11,S012,20231101,2023-11-01,2023-11,Metro Sydney,14409.46,0.2345,83
T-S012-2023-12,S012,20231201,2023-12-01,2023-12,Metro Sydney,18611.7,0.2527,91
T-S012-2024-01,S012,20240101,2024-01-01,2024-01,Metro Sydney,17913.52,0.2445,103
T-S012-2024-02,S012,20240201,2024-02-01,2024-02,Metro Sydney,12912.93,0.2551,80
T-S012-2024-03,S012,20240301,2024-03-01,2024-03,Metro Sydney,11645.28,0.2478,80
T-S012-2024-04,S012,20240401,2024-04-01,2024-04,Metro Sydney,14008.62,0.254,88
T-S012-2024-05,S012,20240501,2024-05-01,2024-05,Metro Sydney,14120.16,0.234,80
T-S012-2024-06,S012,20240601,2024-06-01,2024-06,Metro Sydney,10000.0,0.2389,80
T-S012-2024-07,S012,20240701,2024-07-01,2024-07,Metro Sydney,10304.52,0.253,80
T-S012-2024-08,S012,20240801,2024-08-01,2024-08,Metro Sydney,14056.76,0.2512,80
T-S012-2024-09,S012,20240901,2024-09-01,2024-09,Metro Sydney,13139.29,0.2507,84
T-S012-2024-10,S012,20241001,2024-10-01,2024-10,Metro Sydney,11995.17,0.2392,80
T-S012-2024-11,S012,20241101,2024-11-01,2024-11,Metro Sydney,12536.86,0.2408,80
T-S012-2024-12,S012,20241201,2024-12-01,2024-12,Metro Sydney,18762.54,0.2496,102
T-S012-2025-01,S012,20250101,2025-01-01,2025-01,Metro Sydney,19412.24,0.2426,100
T-S012-2025-02,S012,20250201,2025-02-01,2025-02,Metro Sydney,13836.57,0.2511,80
T-S012-2025-03,S012,20250301,2025-03-01,2025-03,Metro Sydney,11318.6,0.2352,80
T-S012-2025-04,S012,20250401,2025-04-01,2025-04,Metro Sydney,10370.06,0.2449,80
T-S012-2025-05,S012,20250501,2025-05-01,2025-05,Metro Sydney,12120.41,0.2508,80
T-S012-2025-06,S012,20250601,2025-06-01,2025-06,Metro Sydney,13953.19,0.2526,80
T-S012-2025-07,S012,20250701,2025-07-01,2025-07,Metro Sydney,14701.73,0.2391,96
T-S012-2025-08,S012,20250801,2025-08-01,2025-08,Metro Sydney,13984.96,0.2412,80
T-S012-2025-09,S012,20250901,2025-09-01,2025-09,Metro Sydney,10787.08,0.2481,80
T-S012-2025-10,S012,20251001,2025-10-01,2025-10,Metro Sydney,11442.46,0.2374,80
T-S012-2025-11,S012,20251101,2025-11-01,2025-11,Metro Sydney,15275.45,0.2538,93
T-S012-2025-12,S012,20251201,2025-12-01,2025-12,Metro Sydney,23624.77,0.2396,121
T-S013-2023-01,S013,20230101,2023-01-01,2023-01,South East QLD,12382.35,0.2344,80
T-S013-2023-02,S013,20230201,2023-02-01,2023-02,South East QLD,12021.65,0.2442,81
T-S013-2023-03,S013,20230301,2023-03-01,2023-03,South East QLD,10554.77,0.2506,80
T-S013-2023-04,S013,20230401,2023-04-01,2023-04,South East QLD,10000.0,0.2394,80
T-S013-2023-05,S013,20230501,2023-05-01,2023-05,South East QLD,10000.0,0.255,80
T-S013-2023-06,S013,20230601,2023-06-01,2023-06,South East QLD,10000.0,0.2432,80
T-S013-2023-07,S013,20230701,2023-07-01,2023-07,South East QLD,10000.0,0.2443,80
T-S013-2023-08,S013,20230801,2023-08-01,2023-08,South East QLD,10000.0,0.2423,80
T-S013-2023-09,S013,20230901,2023-09-01,2023-09,South East QLD,10295.14,0.2349,80
T-S013-2023-10,S013,20231001,2023-10-01,2023-10,South East QLD,10000.0,0.261,80
T-S013-2023-11,S013,20231101,2023-11-01,2023-11,South East QLD,10263.09,0.2413,80
T-S013-2023-12,S013,20231201,2023-12-01,2023-12,South East QLD,13978.63,0.2559,85
T-S013-2024-01,S013,20240101,2024-01-01,2024-01,South East QLD,12685.41,0.2473,82
T-S013-2024-02,S013,20240201,2024-02-01,2024-02,South East QLD,10563.58,0.2363,80
T-S013-2024-03,S013,20240301,2024-03-01,2024-03,South East QLD,11146.76,0.2442,80
T-S013-2024-04,S013,20240401,2024-04-01,2024-04,South East QLD,10947.99,0.2508,80
T-S013-2024-05,S013,20240501,2024-05-01,2024-05,South East QLD,10000.0,0.2328,80
T-S013-2024-06,S013,20240601,2024-06-01,2024-06,South East QLD,10000.0,0.2375,80
T-S013-2024-07,S013,20240701,2024-07-01,2024-07,South East QLD,10235.58,0.2387,80
T-S013-2024-08,S013,20240801,2024-08-01,2024-08,South East QLD,10000.0,0.2572,80
T-S013-2024-09,S013,20240901,2024-09-01,2024-09,South East QLD,10000.0,0.2384,80
T-S013-2024-10,S013,20241001,2024-10-01,2024-10,South East QLD,10449.98,0.2446,80
T-S013-2024-11,S013,20241101,2024-11-01,2024-11,South East QLD,12340.39,0.2411,80
T-S013-2024-12,S013,20241201,2024-12-01,2024-12,South East QLD,19730.08,0.2401,97
T-S013-2025-01,S013,20250101,2025-01-01,2025-01,South East QLD,16269.15,0.2336,84
T-S013-2025-02,S013,20250201,2025-02-01,2025-02,South East QLD,10000.0,0.2469,80
T-S013-2025-03,S013,20250301,2025-03-01,2025-03,South East QLD,10000.0,0.2452,80
T-S013-2025-04,S013,20250401,2025-04-01,2025-04,South East QLD,10552.5,0.2307,80
T-S013-2025-05,S013,20250501,2025-05-01,2025-05,South East QLD,10489.95,0.2417,80
T-S013-2025-06,S013,20250601,2025-06-01,2025-06,South East QLD,11097.92,0.2459,80
T-S013-2025-07,S013,20250701,2025-07-01,2025-07,South East QLD,10000.0,0.2562,80
T-S013-2025-08,S013,20250801,2025-08-01,2025-08,South East QLD,10782.99,0.2251,80
T-S013-2025-09,S013,20250901,2025-09-01,2025-09,South East QLD,10866.89,0.2327,80
T-S013-2025-10,S013,20251001,2025-10-01,2025-10,South East QLD,12335.12,0.2514,81
T-S013-2025-11,S013,20251101,2025-11-01,2025-11,South East QLD,14539.41,0.2357,80
T-S013-2025-12,S013,20251201,2025-12-01,2025-12,South East QLD,17014.72,0.2479,96
T-S014-2023-01,S014,20230101,2023-01-01,2023-01,South East QLD,10000.0,0.2432,80
T-S014-2023-02,S014,20230201,2023-02-01,2023-02,South East QLD,10000.0,0.2377,80
T-S014-2023-03,S014,20230301,2023-03-01,2023-03,South East QLD,10000.0,0.249,80
T-S014-2023-04,S014,20230401,2023-04-01,2023-04,South East QLD,10000.0,0.2487,80
T-S014-2023-05,S014,20230501,2023-05-01,2023-05,South East QLD,10000.0,0.2347,80
T-S014-2023-06,S014,20230601,2023-06-01,2023-06,South East QLD,10108.99,0.2344,80
T-S014-2023-07,S014,20230701,2023-07-01,2023-07,South East QLD,10000.0,0.2427,80
T-S014-2023-08,S014,20230801,2023-08-01,2023-08,South East QLD,10000.0,0.2568,80
T-S014-2023-09,S014,20230901,2023-09-01,2023-09,South East QLD,10000.0,0.2503,80
T-S014-2023-10,S014,20231001,2023-10-01,2023-10,South East QLD,10000.0,0.2277,80
T-S014-2023-11,S014,20231101,2023-11-01,2023-11,South East QLD,12630.09,0.249,80
T-S014-2023-12,S014,20231201,2023-12-01,2023-12,South East QLD,16983.62,0.2523,86
T-S014-2024-01,S014,20240101,2024-01-01,2024-01,South East QLD,14894.25,0.251,92
T-S014-2024-02,S014,20240201,2024-02-01,2024-02,South East QLD,11015.06,0.2304,80
T-S014-2024-03,S014,20240301,2024-03-01,2024-03,South East QLD,12254.08,0.2344,80
T-S014-2024-04,S014,20240401,2024-04-01,2024-04,South East QLD,11551.26,0.2502,80
T-S014-2024-05,S014,20240501,2024-05-01,2024-05,South East QLD,10000.0,0.2378,80
T-S014-2024-06,S014,20240601,2024-06-01,2024-06,South East QLD,10000.0,0.2547,80
T-S014-2024-07,S014,20240701,2024-07-01,2024-07,South East QLD,11074.71,0.245,80
T-S014-2024-08,S014,20240801,2024-08-01,2024-08,South East QLD,12946.83,0.2576,80
T-S014-2024-09,S014,20240901,2024-09-01,2024-09,South East QLD,10649.98,0.2477,80
T-S014-2024-10,S014,20241001,2024-10-01,2024-10,South East QLD,10000.0,0.2464,80
T-S014-2024-11,S014,20241101,2024-11-01,2024-11,South East QLD,12278.36,0.2625,80
T-S014-2024-12,S014,20241201,2024-12-01,2024-12,South East QLD,19130.4,0.2524,126
T-S014-2025-01,S014,20250101,2025-01-01,2025-01,South East QLD,19931.75,0.2441,94
T-S014-2025-02,S014,20250201,2025-02-01,2025-02,South East QLD,12685.66,0.2491,80
T-S014-2025-03,S014,20250301,2025-03-01,2025-03,South East QLD,10658.63,0.2276,80
T-S014-2025-04,S014,20250401,2025-04-01,2025-04,South East QLD,10000.0,0.2364,80
T-S014-2025-05,S014,20250501,2025-05-01,2025-05,South East QLD,10000.0,0.2336,80
T-S014-2025-06,S014,20250601,2025-06-01,2025-06,South East QLD,10142.18,0.2404,80
T-S014-2025-07,S014,20250701,2025-07-01,2025-07,South East QLD,12877.75,0.2463,80
T-S014-2025-08,S014,20250801,2025-08-01,2025-08,South East QLD,14092.98,0.2419,80
T-S014-2025-09,S014,20250901,2025-09-01,2025-09,South East QLD,10451.83,0.2456,80
T-S014-2025-10,S014,20251001,2025-10-01,2025-10,South East QLD,10000.0,0.2404,80
T-S014-2025-11,S014,20251101,2025-11-01,2025-11,South East QLD,14535.67,0.2546,80
T-S014-2025-12,S014,20251201,2025-12-01,2025-12,South East QLD,18553.19,0.2432,100
T-S015-2023-01,S015,20230101,2023-01-01,2023-01,South East QLD,10000.0,0.2351,80
T-S015-2023-02,S015,20230201,2023-02-01,2023-02,South East QLD,10000.0,0.2438,80
T-S015-2023-03,S015,20230301,2023-03-01,2023-03,South East QLD,10000.0,0.2313,80
T-S015-2023-04,S015,20230401,2023-04-01,2023-04,South East QLD,10000.0,0.2395,80
T-S015-2023-05,S015,20230501,2023-05-01,2023-05,South East QLD,10000.0,0.2423,80
T-S015-2023-06,S015,20230601,2023-06-01,2023-06,South East QLD,10000.0,0.2568,80
T-S015-2023-07,S015,20230701,2023-07-01,2023-07,South East QLD,10000.0,0.2438,80
T-S015-2023-08,S015,20230801,2023-08-01,2023-08,South East QLD,10000.0,0.2486,80
T-S015-2023-09,S015,20230901,2023-09-01,2023-09,South East QLD,10000.0,0.237,80
T-S015-2023-10,S015,20231001,2023-10-01,2023-10,South East QLD,10000.0,0.2487,80
T-S015-2023-11,S015,20231101,2023-11-01,2023-11,South East QLD,10095.42,0.2401,80
T-S015-2023-12,S015,20231201,2023-12-01,2023-12,South East QLD,14808.7,0.2463,80
T-S015-2024-01,S015,20240101,2024-01-01,2024-01,South East QLD,15363.6,0.2445,85
T-S015-2024-02,S015,20240201,2024-02-01,2024-02,South East QLD,11151.32,0.234,80
T-S015-2024-03,S015,20240301,2024-03-01,2024-03,South East QLD,10000.0,0.2361,80
T-S015-2024-04,S015,20240401,2024-04-01,2024-04,South East QLD,10000.0,0.2495,80
T-S015-2024-05,S015,20240501,2024-05-01,2024-05,South East QLD,10000.0,0.224,80
T-S015-2024-06,S015,20240601,2024-06-01,2024-06,South East QLD,10341.27,0.2524,80
T-S015-2024-07,S015,20240701,2024-07-01,2024-07,South East QLD,12420.43,0.2604,80
T-S015-2024-08,S015,20240801,2024-08-01,2024-08,South East QLD,11586.27,0.2524,80
T-S015-2024-09,S015,20240901,2024-09-01,2024-09,South East QLD,10000.0,0.2473,80
T-S015-2024-10,S015,20241001,2024-10-01,2024-10,South East QLD,10000.0,0.2493,80
T-S015-2024-11,S015,20241101,2024-11-01,2024-11,South East QLD,13298.33,0.2361,90
T-S015-2024-12,S015,20241201,2024-12-01,2024-12,South East QLD,17212.85,0.2453,103
T-S015-2025-01,S015,20250101,2025-01-01,2025-01,South East QLD,17039.28,0.251,113
T-S015-2025-02,S015,20250201,2025-02-01,2025-02,South East QLD,11876.22,0.254,80
T-S015-2025-03,S015,20250301,2025-03-01,2025-03,South East QLD,10739.49,0.2503,80
T-S015-2025-04,S015,20250401,2025-04-01,2025-04,South East QLD,11702.88,0.2371,80
T-S015-2025-05,S015,20250501,2025-05-01,2025-05,South East QLD,10924.59,0.2416,80
T-S015-2025-06,S015,20250601,2025-06-01,2025-06,South East QLD,10000.0,0.2643,80
T-S015-2025-07,S015,20250701,2025-07-01,2025-07,South East QLD,11872.12,0.2446,80
T-S015-2025-08,S015,20250801,2025-08-01,2025-08,South East QLD,12888.76,0.2474,80
T-S015-2025-09,S015,20250901,2025-09-01,2025-09,South East QLD,10133.78,0.2566,80
T-S015-2025-10,S015,20251001,2025-10-01,2025-10,South East QLD,11921.96,0.2389,80
T-S015-2025-11,S015,20251101,2025-11-01,2025-11,South East QLD,13035.94,0.2361,80
T-S015-2025-12,S015,20251201,2025-12-01,2025-12,South East QLD,15751.43,0.2369,84
T-S016-2023-01,S016,20230101,2023-01-01,2023-01,Regional QLD,10000.0,0.2529,80
T-S016-2023-02,S016,20230201,2023-02-01,2023-02,Regional QLD,10000.0,0.2437,80
T-S016-2023-03,S016,20230301,2023-03-01,2023-03,Regional QLD,10000.0,0.251,80
T-S016-2023-04,S016,20230401,2023-04-01,2023-04,Regional QLD,10000.0,0.2629,80
T-S016-2023-05,S016,20230501,2023-05-01,2023-05,Regional QLD,10000.0,0.2491,80
T-S016-2023-06,S016,20230601,2023-06-01,2023-06,Regional QLD,10000.0,0.2513,80
T-S016-2023-07,S016,20230701,2023-07-01,2023-07,Regional QLD,10000.0,0.2601,80
T-S016-2023-08,S016,20230801,2023-08-01,2023-08,Regional QLD,10000.0,0.2454,80
T-S016-2023-09,S016,20230901,2023-09-01,2023-09,Regional QLD,10000.0,0.258,80
T-S016-2023-10,S016,20231001,2023-10-01,2023-10,Regional QLD,10000.0,0.2614,80
T-S016-2023-11,S016,20231101,2023-11-01,2023-11,Regional QLD,10000.0,0.2535,80
T-S016-2023-12,S016,20231201,2023-12-01,2023-12,Regional QLD,11748.08,0.2467,80
T-S016-2024-01,S016,20240101,2024-01-01,2024-01,Regional QLD,10217.86,0.2662,80
T-S016-2024-02,S016,20240201,2024-02-01,2024-02,Regional QLD,10000.0,0.2626,80
T-S016-2024-03,S016,20240301,2024-03-01,2024-03,Regional QLD,10000.0,0.2697,80
T-S016-2024-04,S016,20240401,2024-04-01,2024-04,Regional QLD,10000.0,0.2603,80
T-S016-2024-05,S016,20240501,2024-05-01,2024-05,Regional QLD,10000.0,0.2503,80
T-S016-2024-06,S016,20240601,2024-06-01,2024-06,Regional QLD,10000.0,0.2601,80
T-S016-2024-07,S016,20240701,2024-07-01,2024-07,Regional QLD,10000.0,0.2392,80
T-S016-2024-08,S016,20240801,2024-08-01,2024-08,Regional QLD,10000.0,0.2428,80
T-S016-2024-09,S016,20240901,2024-09-01,2024-09,Regional QLD,10000.0,0.246,80
T-S016-2024-10,S016,20241001,2024-10-01,2024-10,Regional QLD,10000.0,0.2616,80
T-S016-2024-11,S016,20241101,2024-11-01,2024-11,Regional QLD,10000.0,0.2628,80
T-S016-2024-12,S016,20241201,2024-12-01,2024-12,Regional QLD,12924.14,0.2608,80
T-S016-2025-01,S016,20250101,2025-01-01,2025-01,Regional QLD,11009.73,0.2552,80
T-S016-2025-02,S016,20250201,2025-02-01,2025-02,Regional QLD,10000.0,0.254,80
T-S016-2025-03,S016,20250301,2025-03-01,2025-03,Regional QLD,10000.0,0.2657,80
T-S016-2025-04,S016,20250401,2025-04-01,2025-04,Regional QLD,10000.0,0.2686,80
T-S016-2025-05,S016,20250501,2025-05-01,2025-05,Regional QLD,10000.0,0.2623,80
T-S016-2025-06,S016,20250601,2025-06-01,2025-06,Regional QLD,10000.0,0.2492,80
T-S016-2025-07,S016,20250701,2025-07-01,2025-07,Regional QLD,10000.0,0.249,80
T-S016-2025-08,S016,20250801,2025-08-01,2025-08,Regional QLD,10000.0,0.2679,80
T-S016-2025-09,S016,20250901,2025-09-01,2025-09,Regional QLD,10000.0,0.2435,80
T-S016-2025-10,S016,20251001,2025-10-01,2025-10,Regional QLD,10000.0,0.2657,80
T-S016-2025-11,S016,20251101,2025-11-01,2025-11,Regional QLD,10000.0,0.2404,80
T-S016-2025-12,S016,20251201,2025-12-01,2025-12,Regional QLD,10000.0,0.2439,80
T-S017-2023-01,S017,20230101,2023-01-01,2023-01,Regional QLD,10000.0,0.2731,80
T-S017-2023-02,S017,20230201,2023-02-01,2023-02,Regional QLD,10000.0,0.2554,80
T-S017-2023-03,S017,20230301,2023-03-01,2023-03,Regional QLD,10000.0,0.2462,80
T-S017-2023-04,S017,20230401,2023-04-01,2023-04,Regional QLD,10000.0,0.2589,80
T-S017-2023-05,S017,20230501,2023-05-01,2023-05,Regional QLD,10000.0,0.2462,80
T-S017-2023-06,S017,20230601,2023-06-01,2023-06,Regional QLD,10000.0,0.2428,80
