ReturnID,SaleID,OrderID,ReturnDate,DaysAfterPurchase,ReturnReason,ReturnQuantity,RefundAmount,RestockingFee,ReturnStatus
R0001571,SL000031119,O00018242,2024-12-13,12,Damaged item,3,15.22,0.0,Completed
R0001572,SL000031142,O00018254,2023-05-09,15,Size or fit issue,1,188.64,0.0,Completed
R0001573,SL000031143,O00018255,2024-03-26,6,Damaged item,1,92.16,0.0,Completed
R0001574,SL000031144,O00018256,2023-01-04,3,Changed mind,1,27.11,0.0,Completed
R0001575,SL000031165,O00018267,2025-12-15,37,Faulty product,1,377.88,0.0,Completed
R0001576,SL000031166,O00018268,2025-08-27,9,Changed mind,1,74.4,0.0,Completed
R0001577,SL000031183,O00018278,2023-08-28,17,Incorrect item,1,11.33,0.0,Completed
R0001578,SL000031222,O00018304,2023-09-10,4,Changed mind,1,14.85,0.0,Completed
R0001579,SL000031223,O00018304,2023-09-10,4,Changed mind,1,8.31,1.47,Completed
R0001580,SL000031233,O00018308,2023-12-21,26,Changed mind,1,32.38,5.71,Completed
R0001581,SL000031236,O00018310,2023-03-28,14,Changed mind,1,14.62,2.58,Completed
R0001582,SL000031247,O00018317,2025-10-21,12,Changed mind,1,76.01,13.41,Completed
R0001583,SL000031277,O00018336,2025-02-03,11,Changed mind,1,8.0,0.0,Completed
R0001584,SL000031296,O00018345,2023-12-29,11,Faulty product,4,184.55,0.0,Completed
R0001585,SL000031310,O00018351,2024-12-19,13,Not as described,1,77.8,0.0,Pending
R0001586,SL000031313,O00018353,2023-10-02,8,Damaged item,1,53.97,0.0,Completed
R0001587,SL000031314,O00018354,2025-01-23,8,Incorrect item,1,51.1,0.0,Completed
R0001588,SL000031315,O00018355,2024-04-25,10,Incorrect item,1,33.95,0.0,Completed
R0001589,SL000031350,O00018374,2024-05-29,23,Changed mind,1,14.78,0.0,Completed
R0001590,SL000031361,O00018380,2024-08-10,4,Not as described,1,34.81,0.0,Completed
R0001591,SL000031390,O00018398,2023-02-22,4,Faulty product,1,172.39,0.0,Completed
R0001592,SL000031395,O00018401,2024-12-14,5,Changed mind,4,112.35,19.83,Completed
R0001593,SL000031405,O00018407,2024-04-18,23,Changed mind,1,407.28,0.0,Completed
R0001594,SL000031464,O00018444,2025-05-16,7,Late delivery,1,204.35,0.0,Completed
R0001595,SL000031471,O00018447,2023-04-22,27,Damaged item,1,32.33,0.0,Completed
R0001596,SL000031476,O00018452,2025-05-17,2,Changed mind,1,9.89,1.75,Completed
R0001597,SL000031505,O00018470,2024-09-10,8,Incorrect item,1,64.76,0.0,Completed
R0001598,SL000031506,O00018471,2023-09-04,13,Faulty product,1,74.19,0.0,Completed
R0001599,SL000031522,O00018483,2023-03-12,4,Faulty product,1,35.0,0.0,Completed
R0001600,SL000031525,O00018485,2023-05-10,10,Late delivery,1,20.33,0.0,Completed
R0001601,SL000031541,O00018495,2025-08-06,8,Changed mind,1,16.5,0.0,Completed
R0001602,SL000031557,O00018506,2024-06-06,12,Damaged item,1,117.93,0.0,Completed
R0001603,SL000031567,O00018511,2025-10-08,20,Faulty product,1,346.19,0.0,Completed
R0001604,SL000031572,O00018514,2024-10-07,2,Changed mind,1,34.3,0.0,Completed
R0001605,SL000031587,O00018525,2025-12-25,10,Incorrect item,1,2.97,0.0,Pending
R0001606,SL000031588,O00018526,2025-05-05,15,Faulty product,1,103.11,0.0,Completed
R0001607,SL000031593,O00018528,2024-11-03,13,Damaged item,1,100.69,0.0,Completed
R0001608,SL000031632,O00018549,2023-10-27,9,Faulty product,1,29.43,0.0,Completed
R0001609,SL000031661,O00018563,2024-10-08,14,Changed mind,1,148.55,0.0,Completed
R0001610,SL000031663,O00018564,2025-02-26,13,Late delivery,1,56.96,0.0,Completed
R0001611,SL000031674,O00018569,2024-03-29,11,Changed mind,1,16.78,0.0,Completed
R0001612,SL000031680,O00018571,2023-05-09,8,Changed mind,2,10.68,0.0,Completed
R0001613,SL000031687,O00018575,2025-03-17,3,Size or fit issue,2,32.67,0.0,Completed
R0001614,SL000031744,O00018608,2024-07-01,15,Size or fit issue,3,19.2,0.0,Completed
R0001615,SL000031748,O00018610,2024-10-13,8,Changed mind,4,137.2,0.0,Completed
R0001616,SL000031758,O00018615,2025-01-08,25,Changed mind,2,19.45,3.43,Completed
R0001617,SL000031760,O00018616,2023-12-14,10,Damaged item,3,20.64,0.0,Completed
R0001618,SL000031779,O00018625,2023-03-15,14,Changed mind,1,40.82,0.0,Completed
R0001619,SL000031812,O00018646,2025-11-25,18,Late delivery,2,28.2,0.0,Completed
R0001620,SL000031813,O00018647,2024-02-25,2,Changed mind,1,77.67,0.0,Completed
R0001621,SL000031841,O00018665,2023-03-16,7,Incorrect item,2,59.58,0.0,Completed
R0001622,SL000031851,O00018670,2024-10-04,24,Changed mind,2,292.8,0.0,Completed
R0001623,SL000031885,O00018688,2023-04-02,5,Late delivery,1,130.1,0.0,Completed
R0001624,SL000031889,O00018689,2024-10-28,15,Faulty product,2,67.58,0.0,Pending
R0001625,SL000031897,O00018692,2024-08-24,14,Late delivery,1,12.0,0.0,Completed
R0001626,SL000031917,O00018700,2024-01-06,9,Damaged item,2,349.84,0.0,Completed
R0001627,SL000031920,O00018702,2023-09-21,13,Changed mind,1,117.88,0.0,Completed
R0001628,SL000031932,O00018711,2024-07-20,2,Faulty product,1,31.19,0.0,Completed
R0001629,SL000031933,O00018712,2023-08-25,26,Faulty product,1,346.14,0.0,Completed
R0001630,SL000031942,O00018717,2023-10-02,5,Not as described,1,12.79,0.0,Completed
R0001631,SL000031948,O00018719,2025-09-14,15,Changed mind,1,131.33,0.0,Completed
R0001632,SL000031950,O00018720,2025-08-09,16,Damaged item,3,65.49,0.0,Completed
R0001633,SL000031979,O00018737,2024-03-13,10,Faulty product,1,3.09,0.0,Completed
R0001634,SL000032011,O00018756,2025-11-27,6,Size or fit issue,1,492.79,0.0,Completed
R0001635,SL000032111,O00018815,2023-05-25,8,Incorrect item,2,27.2,0.0,Completed
R0001636,SL000032112,O00018816,2025-11-18,4,Changed mind,4,49.98,8.82,Completed
R0001637,SL000032114,O00018818,2024-11-16,26,Changed mind,1,8.53,1.5,Completed
R0001638,SL000032128,O00018827,2023-03-28,7,Not as described,1,23.26,0.0,Completed
R0001639,SL000032160,O00018847,2023-05-24,20,Faulty product,1,12.0,0.0,Completed
R0001640,SL000032168,O00018850,2023-02-01,17,Late delivery,1,23.57,0.0,Completed
R0001641,SL000032171,O00018853,2025-08-20,2,Changed mind,1,83.02,14.65,Completed
R0001642,SL000032172,O00018853,2025-08-26,8,Changed mind,1,32.9,0.0,Completed
R0001643,SL000032248,O00018904,2023-04-26,8,Incorrect item,1,23.38,0.0,Completed
R0001644,SL000032265,O00018911,2024-10-30,11,Changed mind,1,23.7,4.18,Completed
R0001645,SL000032309,O00018942,2025-06-19,7,Late delivery,1,395.06,0.0,Completed
R0001646,SL000032319,O00018949,2024-01-02,23,Late delivery,4,40.8,0.0,Completed
R0001647,SL000032333,O00018957,2025-10-24,14,Faulty product,1,31.29,0.0,Completed
R0001648,SL000032335,O00018959,2024-06-30,18,Changed mind,4,119.16,0.0,Completed
R0001649,SL000032342,O00018962,2025-12-18,4,Faulty product,2,60.2,0.0,Completed
R0001650,SL000032374,O00018979,2025-03-25,10,Damaged item,1,33.95,0.0,Completed
R0001651,SL000032439,O00019020,2025-02-15,4,Damaged item,1,420.95,0.0,Completed
R0001652,SL000032449,O00019026,2024-05-06,1,Changed mind,4,132.94,23.46,Completed
R0001653,SL000032463,O00019034,2025-12-27,20,Incorrect item,1,211.3,0.0,Completed
R0001654,SL000032469,O00019037,2025-03-22,9,Changed mind,2,285.68,0.0,Completed
R0001655,SL000032471,O00019038,2025-04-01,26,Faulty product,2,232.35,0.0,Completed
R0001656,SL000032486,O00019049,2025-08-20,36,Changed mind,1,4.13,0.0,Pending
R0001657,SL000032498,O00019058,2023-05-29,5,Faulty product,1,88.5,0.0,Completed
R0001658,SL000032503,O00019062,2025-10-05,17,Changed mind,1,32.55,0.0,Completed
R0001659,SL000032533,O00019078,2025-01-06,14,Changed mind,2,127.67,0.0,Completed
R0001660,SL000032546,O00019084,2026-01-01,10,Incorrect item,2,47.26,0.0,Completed
R0001661,SL000032553,O00019086,2023-03-04,13,Changed mind,1,153.88,27.15,Completed
R0001662,SL000032556,O00019087,2025-12-10,3,Damaged item,1,86.61,0.0,Completed
R0001663,SL000032608,O00019118,2025-01-01,16,Not as described,2,31.75,0.0,Pending
R0001664,SL000032613,O00019120,2025-04-14,24,Not as described,1,68.93,0.0,Completed
R0001665,SL000032621,O00019126,2023-03-21,7,Changed mind,1,96.97,0.0,Completed
R0001666,SL000032625,O00019128,2025-09-29,7,Changed mind,2,103.79,0.0,Completed
R0001667,SL000032644,O00019141,2024-04-15,36,Not as described,1,50.62,0.0,Completed
R0001668,SL000032657,O00019150,2024-07-02,18,Changed mind,1,9.0,0.0,Completed
R0001669,SL000032712,O00019182,2025-09-14,45,Damaged item,1,148.29,0.0,Completed
R0001670,SL000032731,O00019194,2025-06-14,14,Changed mind,1,29.94,0.0,Completed
R0001671,SL000032744,O00019202,2025-07-01,7,Size or fit issue,1,47.11,0.0,Completed
R0001672,SL000032745,O00019203,2025-09-20,22,Changed mind,1,27.68,0.0,Completed
R0001673,SL000032759,O00019209,2023-12-25,20,Changed mind,1,284.6,0.0,Completed
R0001674,SL000032791,O00019226,2025-12-08,15,Not as described,1,100.27,0.0,Completed
R0001675,SL000032811,O00019237,2025-12-07,14,Not as described,1,11.1,0.0,Completed
R0001676,SL000032822,O00019241,2026-01-03,9,Faulty product,1,78.51,0.0,Completed
R0001677,SL000032839,O00019248,2023-01-29,4,Damaged item,1,26.25,0.0,Pending
R0001678,SL000032844,O00019253,2024-05-12,6,Changed mind,4,45.76,0.0,Completed
R0001679,SL000032850,O00019255,2024-02-06,8,Changed mind,1,3.54,0.0,Completed
R0001680,SL000032872,O00019269,2025-04-05,10,Incorrect item,1,120.4,0.0,Completed
R0001681,SL000032879,O00019274,2025-12-30,6,Changed mind,1,30.55,0.0,Completed
R0001682,SL000032894,O00019280,2023-04-09,6,Changed mind,1,37.17,0.0,Pending
R0001683,SL000032902,O00019284,2023-04-19,3,Incorrect item,1,45.52,0.0,Completed
R0001684,SL000032940,O00019305,2024-11-24,7,Changed mind,1,35.13,6.2,Completed
R0001685,SL000032973,O00019325,2025-12-07,3,Changed mind,2,81.13,0.0,Completed
R0001686,SL000032974,O00019326,2024-01-23,5,Changed mind,1,13.77,2.43,Completed
R0001687,SL000033007,O00019346,2024-01-12,2,Size or fit issue,2,37.68,0.0,Completed
R0001688,SL000033012,O00019349,2023-04-17,5,Incorrect item,1,34.65,0.0,Completed
R0001689,SL000033022,O00019358,2023-07-08,24,Changed mind,3,50.29,8.87,Completed
R0001690,SL000033042,O00019369,2025-08-30,15,Late delivery,2,24.0,0.0,Completed
R0001691,SL000033078,O00019388,2023-10-06,15,Damaged item,1,50.59,0.0,Pending
R0001692,SL000033091,O00019396,2024-10-17,8,Changed mind,1,269.55,0.0,Completed
R0001693,SL000033118,O00019409,2026-01-10,13,Not as described,1,30.55,0.0,Completed
R0001694,SL000033122,O00019412,2024-12-17,18,Faulty product,3,17.52,0.0,Completed
R0001695,SL000033123,O00019413,2024-03-27,31,Changed mind,1,73.0,12.88,Completed
R0001696,SL000033136,O00019421,2024-12-07,3,Damaged item,4,140.0,0.0,Completed
R0001697,SL000033210,O00019460,2024-10-31,27,Size or fit issue,4,122.21,0.0,Completed
R0001698,SL000033248,O00019484,2025-05-29,9,Late delivery,2,356.98,0.0,Completed
R0001699,SL000033269,O00019496,2023-10-23,11,Changed mind,1,32.07,5.66,Completed
R0001700,SL000033275,O00019499,2023-12-06,13,Late delivery,1,12.28,0.0,Completed
R0001701,SL000033278,O00019502,2024-01-04,11,Damaged item,1,18.07,0.0,Completed
R0001702,SL000033284,O00019507,2024-07-28,7,Changed mind,1,163.8,28.91,Completed
R0001703,SL000033286,O00019508,2024-06-29,16,Late delivery,1,58.98,0.0,Completed
R0001704,SL000033289,O00019511,2024-12-17,23,Faulty product,1,8.47,0.0,Completed
R0001705,SL000033298,O00019519,2025-02-14,8,Damaged item,1,109.68,0.0,Pending
R0001706,SL000033299,O00019520,2025-09-22,17,Faulty product,2,27.22,0.0,Completed
R0001707,SL000033310,O00019526,2024-06-20,6,Changed mind,1,56.38,0.0,Completed
R0001708,SL000033346,O00019544,2023-03-21,2,Faulty product,1,100.19,0.0,Completed
R0001709,SL000033351,O00019546,2023-06-27,18,Damaged item,4,11.76,0.0,Completed
R0001710,SL000033352,O00019547,2024-06-26,5,Late delivery,3,80.23,0.0,Completed
R0001711,SL000033374,O00019557,2023-04-14,13,Not as described,1,11.88,0.0,Completed
R0001712,SL000033376,O00019559,2024-02-09,9,Incorrect item,1,7.68,0.0,Completed
R0001713,SL000033380,O00019560,2023-12-23,3,Faulty product,2,65.72,0.0,Completed
R0001714,SL000033385,O00019564,2025-12-21,11,Damaged item,1,6.48,0.0,Completed
R0001715,SL000033399,O00019574,2024-06-03,8,Damaged item,1,17.97,0.0,Completed
R0001716,SL000033436,O00019594,2025-04-13,7,Changed mind,1,66.64,11.76,Completed
R0001717,SL000033455,O00019604,2025-12-22,2,Changed mind,1,8.8,0.0,Completed
R0001718,SL000033489,O00019621,2025-11-21,3,Late delivery,1,229.83,0.0,Completed
R0001719,SL000033516,O00019637,2024-05-25,13,Late delivery,1,107.49,0.0,Completed
R0001720,SL000033543,O00019651,2024-01-27,4,Changed mind,1,92.16,0.0,Completed
R0001721,SL000033551,O00019658,2025-11-12,8,Late delivery,1,109.68,0.0,Completed
R0001722,SL000033555,O00019661,2023-12-04,22,Faulty product,1,128.02,0.0,Completed
R0001723,SL000033589,O00019685,2025-02-16,14,Damaged item,1,124.11,0.0,Completed
R0001724,SL000033596,O00019691,2024-03-22,8,Size or fit issue,1,33.95,0.0,Completed
R0001725,SL000033617,O00019704,2025-11-18,1,Faulty product,1,32.55,0.0,Completed
R0001726,SL000033647,O00019724,2024-12-10,6,Incorrect item,2,70.81,0.0,Completed
R0001727,SL000033680,O00019742,2024-12-23,8,Changed mind,1,4.43,0.0,Completed
R0001728,SL000033743,O00019779,2025-07-25,4,Faulty product,2,15.68,0.0,Completed
R0001729,SL000033747,O00019782,2025-09-15,9,Changed mind,1,32.69,5.77,Pending
R0001730,SL000033791,O00019810,2025-08-01,1,Changed mind,2,66.66,0.0,Completed
R0001731,SL000033797,O00019813,2023-12-08,7,Damaged item,1,93.09,0.0,Completed
R0001732,SL000033810,O00019820,2024-10-15,16,Not as described,1,57.25,0.0,Completed
R0001733,SL000033811,O00019820,2024-10-06,7,Damaged item,2,70.0,0.0,Completed
R0001734,SL000033836,O00019834,2025-12-27,2,Changed mind,2,57.12,10.08,Completed
R0001735,SL000033840,O00019837,2025-08-17,16,Faulty product,2,27.78,0.0,Completed
R0001736,SL000033843,O00019839,2023-11-08,11,Faulty product,1,36.56,0.0,Completed
R0001737,SL000033852,O00019845,2024-09-06,17,Not as described,1,7.76,0.0,Completed
R0001738,SL000033865,O00019853,2024-03-14,8,Changed mind,1,272.21,48.04,Completed
R0001739,SL000033907,O00019881,2025-03-20,9,Faulty product,1,12.0,0.0,Completed
R0001740,SL000033929,O00019892,2023-12-01,7,Changed mind,2,110.96,19.58,Completed
R0001741,SL000034004,O00019936,2025-06-23,14,Not as described,1,24.15,0.0,Completed
R0001742,SL000034038,O00019957,2024-02-13,7,Changed mind,1,120.49,21.26,Completed
R0001743,SL000034054,O00019965,2023-03-06,7,Faulty product,4,49.67,0.0,Completed
R0001744,SL000034056,O00019966,2025-12-13,11,Size or fit issue,1,130.71,0.0,Completed
R0001745,SL000034079,O00019979,2024-07-29,15,Faulty product,2,24.0,0.0,Completed
R0001746,SL000034082,O00019981,2025-12-08,1,Incorrect item,1,92.16,0.0,Completed
R0001747,SL000034095,O00019987,2023-11-22,10,Damaged item,1,150.28,0.0,Completed
R0001748,SL000034106,O00019995,2026-01-01,11,Changed mind,1,59.88,0.0,Completed
R0001749,SL000034108,O00019997,2023-03-26,25,Changed mind,2,100.93,17.81,Pending
R0001750,SL000034113,O00019999,2025-01-19,16,Incorrect item,1,17.7,0.0,Completed
R0001751,SL000034146,O00020016,2024-12-30,11,Faulty product,4,66.12,0.0,Completed
R0001752,SL000034181,O00020033,2025-05-28,1,Not as described,1,18.6,0.0,Completed
R0001753,SL000034197,O00020040,2025-12-20,23,Changed mind,1,185.56,0.0,Completed
R0001754,SL000034210,O00020048,2023-01-26,18,Size or fit issue,1,56.08,0.0,Pending
R0001755,SL000034227,O00020059,2025-12-02,11,Changed mind,1,56.8,0.0,Completed
R0001756,SL000034265,O00020083,2025-08-05,13,Incorrect item,1,10.64,0.0,Completed
R0001757,SL000034266,O00020084,2024-09-09,1,Not as described,1,19.54,0.0,Completed
R0001758,SL000034272,O00020089,2025-07-28,16,Size or fit issue,1,84.74,0.0,Completed
R0001759,SL000034303,O00020103,2023-12-27,16,Incorrect item,1,55.61,0.0,Completed
R0001760,SL000034304,O00020104,2023-12-20,4,Changed mind,1,53.13,9.38,Completed
R0001761,SL000034305,O00020104,2023-12-24,8,Faulty product,1,124.12,0.0,Completed
R0001762,SL000034344,O00020126,2025-08-07,1,Changed mind,1,17.31,0.0,Completed
R0001763,SL000034347,O00020127,2024-01-11,3,Faulty product,1,35.94,0.0,Completed
R0001764,SL000034365,O00020138,2023-02-19,19,Incorrect item,1,19.28,0.0,Completed
R0001765,SL000034381,O00020148,2025-09-15,15,Changed mind,1,35.0,0.0,Pending
R0001766,SL000034386,O00020150,2026-01-22,23,Changed mind,1,252.57,0.0,Completed
R0001767,SL000034400,O00020159,2025-11-25,9,Changed mind,3,28.59,5.04,Completed
R0001768,SL000034435,O00020178,2023-11-22,8,Faulty product,1,8.12,0.0,Completed
R0001769,SL000034456,O00020191,2025-05-15,25,Changed mind,1,34.65,0.0,Completed
R0001770,SL000034468,O00020199,2025-08-30,27,Damaged item,1,13.32,0.0,Completed
R0001771,SL000034488,O00020211,2023-12-28,9,Changed mind,1,4.13,0.0,Completed
R0001772,SL000034504,O00020220,2024-07-11,9,Changed mind,1,333.08,0.0,Completed
R0001773,SL000034546,O00020245,2023-10-21,12,Size or fit issue,1,79.2,0.0,Completed
R0001774,SL000034587,O00020267,2025-06-13,27,Incorrect item,1,25.79,0.0,Completed
R0001775,SL000034633,O00020290,2024-12-20,4,Size or fit issue,1,24.84,0.0,Completed
R0001776,SL000034650,O00020300,2024-12-17,5,Late delivery,4,48.0,0.0,Completed
R0001777,SL000034678,O00020315,2023-09-05,14,Size or fit issue,1,34.3,0.0,Completed
R0001778,SL000034724,O00020343,2024-12-07,2,Changed mind,1,50.63,0.0,Completed
R0001779,SL000034736,O00020349,2025-05-27,10,Size or fit issue,1,14.18,0.0,Completed
R0001780,SL000034739,O00020350,2023-02-03,22,Changed mind,1,130.25,22.99,Pending
R0001781,SL000034750,O00020354,2025-01-23,5,Not as described,1,30.45,0.0,Completed
R0001782,SL000034767,O00020363,2025-08-19,1,Changed mind,1,77.72,0.0,Completed
R0001783,SL000034771,O00020365,2024-07-24,2,Damaged item,1,36.3,0.0,Completed
R0001784,SL000034787,O00020372,2025-02-19,2,Incorrect item,4,103.02,0.0,Completed
R0001785,SL000034796,O00020377,2025-06-08,17,Changed mind,1,17.59,3.1,Completed
R0001786,SL000034814,O00020393,2024-05-06,3,Changed mind,1,238.33,0.0,Completed
R0001787,SL000034826,O00020400,2025-09-16,3,Late delivery,1,44.36,0.0,Completed
R0001788,SL000034837,O00020407,2024-02-08,15,Faulty product,4,123.51,0.0,Completed
R0001789,SL000034840,O00020409,2024-12-29,8,Changed mind,1,111.63,19.7,Completed
R0001790,SL000034887,O00020435,2025-01-09,24,Changed mind,1,68.11,0.0,Completed
R0001791,SL000034962,O00020477,2024-03-30,7,Damaged item,1,8.0,0.0,Completed
R0001792,SL000034968,O00020483,2023-06-04,11,Damaged item,1,18.38,0.0,Completed
R0001793,SL000034972,O00020485,2024-12-07,16,Faulty product,1,24.85,0.0,Completed
R0001794,SL000034988,O00020498,2024-09-12,8,Incorrect item,3,76.53,0.0,Completed
R0001795,SL000034997,O00020504,2024-10-10,11,Damaged item,1,326.42,0.0,Completed
R0001796,SL000035015,O00020511,2025-09-27,10,Not as described,2,99.42,0.0,Completed
R0001797,SL000035045,O00020526,2025-11-18,12,Changed mind,1,153.24,0.0,Completed
R0001798,SL000035056,O00020535,2023-07-15,9,Size or fit issue,2,105.77,0.0,Completed
R0001799,SL000035071,O00020542,2024-02-12,18,Changed mind,1,148.55,0.0,Completed
R0001800,SL000035084,O00020548,2023-12-26,14,Damaged item,2,342.6,0.0,Completed
R0001801,SL000035200,O00020615,2025-12-31,4,Changed mind,1,219.52,0.0,Completed
R0001802,SL000035249,O00020644,2023-09-18,5,Damaged item,1,116.18,0.0,Completed
R0001803,SL000035286,O00020665,2025-12-01,11,Damaged item,1,5.44,0.0,Completed
R0001804,SL000035293,O00020669,2023-11-25,8,Changed mind,1,190.77,0.0,Completed
R0001805,SL000035299,O00020670,2023-02-08,5,Changed mind,2,16.15,0.0,Completed
R0001806,SL000035302,O00020671,2025-05-06,17,Damaged item,1,148.29,0.0,Completed
R0001807,SL000035339,O00020694,2023-12-19,2,Size or fit issue,4,122.26,0.0,Completed
R0001808,SL000035363,O00020708,2023-02-09,10,Changed mind,1,263.27,0.0,Completed
R0001809,SL000035377,O00020714,2024-08-20,6,Faulty product,1,27.15,0.0,Completed
R0001810,SL000035396,O00020724,2023-01-27,13,Faulty product,1,150.55,0.0,Pending
R0001811,SL000035398,O00020725,2025-11-24,18,Damaged item,1,4.35,0.0,Completed
R0001812,SL000035402,O00020727,2023-05-07,15,Faulty product,1,175.54,0.0,Completed
R0001813,SL000035406,O00020728,2024-01-04,4,Faulty product,1,12.67,0.0,Completed
R0001814,SL000035410,O00020730,2023-08-20,2,Late delivery,1,12.99,0.0,Completed
R0001815,SL000035423,O00020737,2023-02-02,10,Changed mind,1,14.55,0.0,Completed
R0001816,SL000035449,O00020750,2025-07-16,8,Incorrect item,1,60.63,0.0,Pending
R0001817,SL000035452,O00020752,2024-04-14,11,Changed mind,1,13.61,0.0,Completed
R0001818,SL000035490,O00020770,2025-10-04,8,Damaged item,1,12.0,0.0,Completed
R0001819,SL000035530,O00020795,2025-09-29,7,Incorrect item,2,66.5,0.0,Completed
R0001820,SL000035536,O00020800,2023-07-31,45,Not as described,1,63.2,0.0,Completed
R0001821,SL000035559,O00020815,2025-04-04,19,Late delivery,1,44.8,0.0,Completed
R0001822,SL000035570,O00020821,2024-01-17,1,Changed mind,1,44.51,7.85,Completed
R0001823,SL000035586,O00020831,2025-11-25,5,Changed mind,1,97.18,0.0,Completed
R0001824,SL000035622,O00020857,2026-01-07,31,Incorrect item,1,10.48,0.0,Completed
R0001825,SL000035636,O00020864,2025-02-06,12,Changed mind,1,90.13,0.0,Completed
R0001826,SL000035679,O00020893,2025-12-03,18,Changed mind,1,39.48,6.97,Completed
R0001827,SL000035684,O00020897,2025-03-25,6,Not as described,1,23.26,0.0,Completed
R0001828,SL000035693,O00020902,2023-03-16,5,Late delivery,1,13.88,0.0,Completed
R0001829,SL000035715,O00020914,2023-12-01,11,Not as described,2,6.26,0.0,Completed
R0001830,SL000035751,O00020934,2025-09-26,12,Not as described,1,36.39,0.0,Completed
R0001831,SL000035754,O00020935,2023-01-14,7,Late delivery,1,194.66,0.0,Completed
R0001832,SL000035761,O00020938,2025-11-13,4,Not as described,1,339.15,0.0,Completed
R0001833,SL000035764,O00020940,2024-12-07,8,Faulty product,1,92.16,0.0,Completed
R0001834,SL000035767,O00020943,2024-02-12,11,Late delivery,1,91.57,0.0,Completed
R0001835,SL000035773,O00020948,2025-11-26,8,Late delivery,1,25.9,0.0,Completed
R0001836,SL000035783,O00020954,2025-10-04,7,Faulty product,1,34.84,0.0,Completed
R0001837,SL000035799,O00020962,2024-02-24,7,Faulty product,1,12.93,0.0,Pending
R0001838,SL000035815,O00020971,2023-08-10,6,Late delivery,2,23.28,0.0,Completed
R0001839,SL000035836,O00020982,2025-07-08,18,Late delivery,1,12.0,0.0,Completed
R0001840,SL000035847,O00020989,2023-09-13,18,Faulty product,1,35.1,0.0,Completed
R0001841,SL000035863,O00020996,2025-09-23,7,Changed mind,1,19.86,0.0,Completed
R0001842,SL000035961,O00021057,2025-04-08,9,Size or fit issue,1,69.63,0.0,Completed
R0001843,SL000035998,O00021078,2024-02-08,7,Faulty product,1,7.92,0.0,Completed
R0001844,SL000036031,O00021096,2025-06-09,6,Size or fit issue,2,274.37,0.0,Completed
R0001845,SL000036064,O00021117,2025-11-03,12,Changed mind,1,73.01,0.0,Completed
R0001846,SL000036080,O00021126,2024-12-15,4,Changed mind,1,78.4,0.0,Completed
R0001847,SL000036081,O00021127,2024-01-08,26,Faulty product,1,327.68,0.0,Completed
R0001848,SL000036093,O00021135,2023-03-25,10,Damaged item,1,62.0,0.0,Completed
R0001849,SL000036107,O00021142,2024-12-22,14,Changed mind,4,121.77,21.49,Completed
R0001850,SL000036112,O00021144,2023-01-13,4,Changed mind,1,11.1,0.0,Completed
R0001851,SL000036122,O00021150,2024-10-17,1,Not as described,1,44.32,0.0,Completed
R0001852,SL000036149,O00021166,2025-06-26,17,Late delivery,1,266.85,0.0,Completed
R0001853,SL000036159,O00021169,2025-02-20,13,Damaged item,1,56.29,0.0,Completed
R0001854,SL000036169,O00021176,2025-01-06,5,Damaged item,1,14.85,0.0,Completed
R0001855,SL000036177,O00021180,2024-09-24,24,Changed mind,1,34.65,0.0,Completed
R0001856,SL000036223,O00021204,2024-12-23,35,Faulty product,4,100.8,0.0,Completed
R0001857,SL000036237,O00021211,2025-09-23,9,Faulty product,1,257.72,0.0,Completed
R0001858,SL000036260,O00021222,2025-12-11,18,Incorrect item,1,15.04,0.0,Completed
R0001859,SL000036273,O00021228,2023-11-26,18,Changed mind,1,4.39,0.77,Completed
R0001860,SL000036284,O00021231,2025-01-22,5,Changed mind,1,26.25,0.0,Completed
R0001861,SL000036299,O00021237,2025-04-17,9,Late delivery,1,11.88,0.0,Completed
R0001862,SL000036325,O00021254,2025-12-31,11,Damaged item,1,137.6,0.0,Completed
R0001863,SL000036329,O00021257,2025-07-06,14,Size or fit issue,1,62.4,0.0,Completed
R0001864,SL000036351,O00021274,2023-08-16,8,Faulty product,1,98.61,0.0,Completed
R0001865,SL000036367,O00021284,2025-08-15,3,Changed mind,4,74.33,0.0,Completed
R0001866,SL000036393,O00021296,2024-04-15,9,Damaged item,4,108.19,0.0,Completed
R0001867,SL000036410,O00021307,2025-04-16,14,Incorrect item,1,9.08,0.0,Completed
R0001868,SL000036413,O00021309,2025-06-02,4,Faulty product,1,28.22,0.0,Completed
R0001869,SL000036414,O00021310,2023-07-12,7,Faulty product,1,40.23,0.0,Completed
R0001870,SL000036421,O00021312,2024-02-01,3,Changed mind,2,309.61,0.0,Completed
R0001871,SL000036424,O00021313,2025-12-27,9,Damaged item,2,42.02,0.0,Completed
R0001872,SL000036489,O00021349,2024-06-23,15,Faulty product,2,36.13,0.0,Completed
R0001873,SL000036493,O00021350,2025-08-22,8,Size or fit issue,4,48.0,0.0,Completed
R0001874,SL000036520,O00021363,2025-09-28,8,Faulty product,1,260.11,0.0,Pending
R0001875,SL000036570,O00021390,2023-08-08,12,Not as described,1,45.45,0.0,Completed
R0001876,SL000036600,O00021406,2024-08-09,7,Damaged item,1,33.25,0.0,Completed
R0001877,SL000036625,O00021423,2023-05-17,5,Changed mind,1,2.94,0.0,Completed
R0001878,SL000036630,O00021427,2023-02-08,8,Incorrect item,3,70.74,0.0,Completed
